Keyword;Position;Search Volume;CPC;Competition;Traffic (%);Traffic Cost (%);Number of Results;Trends;SERP Features;Timestamp
qwen3-embedding-0.6b;38;1600;0.00;0.00;100.00;0.00;30600;1.00,0.13,0.79;;1772150190
qwen3 embedding 0.6 b;36;70;0.00;0.02;0.00;0.00;185000;0.00,0.00,0.00,0.00,0.00,0.00,0.64,0.82,1.00,1.00,1.00,1.00;;1772341523
