Keyword;Position;Search Volume;CPC;Competition;Traffic (%);Traffic Cost (%);Number of Results;Trends;SERP Features;Timestamp
discowithme.vercel;6;40;0.00;0.00;100.00;0.00;177;0.80,0.80,0.66,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00;;1772495134
inviting discord bot to server;94;50;0.00;0.00;0.00;0.00;4590000;0.19,0.19,0.19,0.19,0.11,0.26,0.26,0.19,0.15,0.19,0.19,0.19;;1767282698
